bin,n_a,mean_mm_a,std_mm_a,median_q_a,sqrt_n_bound_a,n_b,mean_mm_b,std_mm_b,median_q_b,sqrt_n_bound_b,delta_mean_mm,delta_median_q
77.0,712,6066.989817415731,4.446666077762396,17.0,0.16664585678329255,705,6067.904964539007,4.415559978147292,17.0,0.16629960965404184,-0.915147123276256,0.0
78.0,683,6053.058199121523,3.6614169021778853,18.0,0.14010022417327708,701,6053.978958630528,3.6742836308203852,18.0,0.1387757774423492,-0.9207595090047107,0.0
79.0,715,6042.082867132867,3.049837581747336,19.0,0.11405745868277375,700,6043.097857142857,3.0197956296409023,19.0,0.11413754637527912,-1.0149900099895603,0.0
80.0,703,6032.9441678520625,2.5673606255205397,19.0,0.09682983990915434,707,6033.895685997171,2.591592514192705,19.0,0.09746686783097266,-0.951518145108821,0.0
81.0,705,6025.229787234042,2.090002401887086,19.0,0.07871404427296816,714,6026.125350140056,2.1779708515278458,19.0,0.08150851058058739,-0.8955629060137653,0.0
82.0,757,6019.080911492734,1.6985956193676601,20.0,0.06173650787342571,756,6019.908068783069,1.6809157786353168,20.0,0.06113431581303154,-0.8271572903349806,0.0
83.0,786,6015.091921119593,1.2174664091728886,21.0,0.04342558868339201,775,6016.077419354839,1.2110093803366184,21.0,0.04350074110252317,-0.985498235245359,0.0
84.0,761,6014.088699080157,0.8290671772105808,21.0,0.030053661694469522,758,6015.0187994722955,0.7741442691332786,21.0,0.028118186056595506,-0.9301003921382289,0.0
85.0,709,6014.941819464034,0.9219449112275607,20.0,0.034624367919022174,711,6015.931434599156,0.9338847658719931,20.0,0.0350234150313904,-0.9896151351222215,0.0
86.0,692,6017.318280346821,1.3825647079440475,19.0,0.052557224134711075,696,6018.258620689655,1.3371145115765635,19.0,0.050683194763357683,-0.9403403428341335,0.0
87.0,690,6022.551811594203,2.0140418659732,19.0,0.07667326346438785,694,6023.493155619596,2.007482392049635,19.0,0.07620298951820718,-0.9413440253929366,0.0
88.0,717,6029.503835425384,2.285161923708973,18.0,0.08534093588842008,700,6030.481428571428,2.2093194374890706,18.0,0.08350442568995989,-0.9775931460444554,0.0
89.0,703,6037.589615931721,2.850214715833722,18.0,0.10749788397371646,713,6038.5343618513325,2.868864516855327,18.0,0.10743982050223912,-0.9447459196117052,0.0
90.0,716,6048.902932960894,3.9320725047882656,17.0,0.14694844886618771,714,6049.598389355742,3.8387740284807768,17.0,0.14366250737351022,-0.6954563948484065,0.0
